document;left context;formula;;;unique;count
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;А ты попостись до завтра, попостись. 	Б. А, ну, ;это да;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;А ты попостись до завтра, попостись. 	Б. А, ну, это да… ;это верно;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Иван.  Хлопок открытой бутылки шампанского. Радостные крики. Звенят бокалы. 	 ;ну;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Хлопок открытой бутылки шампанского. Радостные крики. Звенят бокалы. 	 ну, ;все;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Входит Сергей. Ставит на стол початую бутылку водки. 	 А чего замолчали? Я поздравить пришел. 	 ;здорово;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;А чего замолчали? Я поздравить пришел. 	 Здорово, Серега! ;ну;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Очень приятно. 	 Сергей у нас за участкового. 	 Почему «за», я и есть участковый. Сергей смеется один. 	 ;ну;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Сергей у нас за участкового. 	 Почему «за», я и есть участковый. Сергей смеется один. 	 ну, ;чего вы;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Да мы только выпили. 	 Да что вы тут шампанским своим балуетесь. Ольга, выпьете со мной за знакомство? 	 Давай я налью. 	 ;во-о-т;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Да что вы тут шампанским своим балуетесь. Ольга, выпьете со мной за знакомство? 	 Давай я налью. 	 Во-о-т! 	 ;так;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Я помогу. Чубасов и Ольга выходят. 	 Насть, как дела? 	 Нормально. 	 ;ясно;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Улыбнись, Настя, улыбнись! 	 Серега, пошли покурим. 	 Да я только курил.  Входят Чубасов и Ольга. 	 ;ап;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Да я только курил.  Входят Чубасов и Ольга. 	 Ап, и тигры у ног моих встали, а ты Серега садись. 	 Вот, ;пожалуйста;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Ольга отдает Сергею тарелку и вилку. Чубасов наливает. 	 Сразу видать - хозяюшка. 	 ;ну;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Чубасов наливает. 	 Сразу видать - хозяюшка. 	 ну, как говорится, чтобы не последняя! 	 ;тихо-тихо-тихо;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;молодые, встали. 	 ;да ладно тебе;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Дорогие молодожены! 	 Да какие молодожены, мы же не расписаны. 	 Раз привез, значит все к этому и идет. 	 ;ну;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Да какие молодожены, мы же не расписаны. 	 Раз привез, значит все к этому и идет. 	 ну, вот как придет, так и выпьем. 	 ;тишина;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Ну? Все сидящие за столом нехотя кричат троекратное «Ура».  	 Горько молодым! Чубасов и Ольга целуются и садятся. 	 ;не-не-не;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;хорош. Что ты разошелся?  	 ;эх;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;красота… молодцы, ;эх;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Идиот… Машка бросает в Сергея полотенцем и выбегает. Настя бросается за ней. Тишина. 	 ;ну;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Машку зачем? 	 Да что я такого сказал? Любились-разлюбились, это жизнь. 	 ;да;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Да что я такого сказал? Любились-разлюбились, это жизнь. 	 Да, Серега, зря все-таки так… 	 ;да ладно вам;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Сергей выпивает. Входит Настя. 	 ну ты и мудак, Сереженька. 	 ;все;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Сергей выпивает. Входит Настя. 	 ну ты и мудак, Сереженька. 	 Все, ;закрыли тему;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Входит Настя. 	 ну ты и мудак, Сереженька. 	 Все, закрыли тему. 	 ;ну;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Пей шампусик. 	 Что мне твой шампусик. Веди себя нормально. 	 А что тебе не нравиться?! 	 ;все;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Веди себя нормально. 	 А что тебе не нравиться?! 	 Все, пошли покурим. 	 ;точно;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Настя, чего ты хочешь?  	 Пошли, Серега, пошли. Иван берет Сергея за плечо, Сергей отбрасывает его руку. 	 Я сказал не пойду. ;давай;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Обзавидовались уже все! 	 Ты сейчас вообще о чем это? 	 Завидовала, когда мы с Люськой сошлись? 	 Это тут причем? 	 ;нет;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Завидовала, когда мы с Люськой сошлись? 	 Это тут причем? 	 Нет, ты мне скажи, завидовала или нет, ;а;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Правду! Вы все тут завидовали. 	 ;так;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;и сглазили. 	 Серега, ;да ты что;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Не пойду. Славка, тебя тут не было, а они все завидовали, и сглазили. 	 Серега, да ты что? Чего ты херню несешь? 	 ;все;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Серега, да ты что? Чего ты херню несешь? 	 Все, шарики за ролики… 	 ;а что;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;А мы любим друг друга, понятно вам? Любим! 	 Да любите на здоровье! 	 Я бы… ;эх;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;ты, Настя, первая змея… взгляд у тебя, сука, не добрый. 	 Серега, давай полегче на поворотах. Сергей долго смотрит на Ивана. 	 ;все;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Серега, давай полегче на поворотах. Сергей долго смотрит на Ивана. 	 Все, брат, ;извини;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Серега, давай полегче на поворотах. Сергей долго смотрит на Ивана. 	 Все, брат, извини. ;все;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Сергей. Тихо шипит телевизор. Тикают ходики. Люська сидит в кресле. 	 ;здравствуй;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Потом набрасывается на нее и начинает душить. Люська не сопротивляется. 	 Вот, вот, вот… ;вот и все;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Потом набрасывается на нее и начинает душить. Люська не сопротивляется. 	 Вот, вот, вот… Вот и все… ;вот и все;;;;
Vinyar_Ershov_boguslavskiy_Lyubov_Lyudey;Серега… 	 Есть кто? Ольга замечает в кресле Люську. Подходит к ней. 	 ;господи;;;;
Vinyar_Ershov_nesravnenny_Nakonechnikov;Это мастер заведения Наконечников. Разморенный жарой и вынужденным бездельем, время от времени позевывая, он перелистывает тонкую книжицу с цветными картинками. В эту минуту появляется Дутов, мужчина лет шестидесяти, тучный, лысеющий, вытирающий пот со лба и шеи. 	 ;добрый день;;;;
Vinyar_Ershov_nesravnenny_Nakonechnikov;Это мастер заведения Наконечников. Разморенный жарой и вынужденным бездельем, время от времени позевывая, он перелистывает тонкую книжицу с цветными картинками. В эту минуту появляется Дутов, мужчина лет шестидесяти, тучный, лысеющий, вытирающий пот со лба и шеи. 	 Добрый день 	 ;а-а;;;;
Vinyar_Ershov_nesravnenny_Nakonechnikov;Разморенный жарой и вынужденным бездельем, время от времени позевывая, он перелистывает тонкую книжицу с цветными картинками. В эту минуту появляется Дутов, мужчина лет шестидесяти, тучный, лысеющий, вытирающий пот со лба и шеи. 	 Добрый день 	 А-а… Николаю Иванычу – ;привет;;;;
Vinyar_Ershov_nesravnenny_Nakonechnikov;привет 	 Жара какая, ;а;;;;
Vinyar_Ershov_nesravnenny_Nakonechnikov;под сорок. 	 Не меньше… 	 ;уф;;;;
Vinyar_Ershov_nesravnenny_Nakonechnikov;(Усаживается на стул.) Листья на деревьях свернулись… Что делается, а? 	 ;не говорите;;;;
Vinyar_Ershov_nesravnenny_Nakonechnikov;Будем бриться? (Указывает на кресло.) ;прошу;;;;
Vinyar_Ershov_nesravnenny_Nakonechnikov;Указывает на кресло.) Прошу. 	 ;ой;;;;
Vinyar_Ershov_nesravnenny_Nakonechnikov;Пауза. Наконечников снова перелистывает книжку. 	 ;ну;;;;
Vinyar_Ershov_nesravnenny_Nakonechnikov;Да ничего такого. Все по-старому… Снова молчат. Потом Наконечников показывает Дутову одну из страниц своей книжки. ;гляньте;;;;
Vinyar_Ershov_nesravnenny_Nakonechnikov;Снова молчат. Потом Наконечников показывает Дутову одну из страниц своей книжки. Гляньте. Лев поссорился с крокодилом. 	 ;ну;;;;
Vinyar_Ershov_nesravnenny_Nakonechnikov;Ну? 	 Началась у них драка. 	 ;ну;;;;
Vinyar_Ershov_nesravnenny_Nakonechnikov;как вы считаете? 	 Что? ;к чему ты;;;;
Vinyar_Ershov_nesravnenny_Nakonechnikov;Началась у них битва. 	 Ну и что? 	 Кто, по-вашему, победил? Лев или крокодил? 	 ;г-м;;;;
Vinyar_Ershov_nesravnenny_Nakonechnikov;Ну лев. 	 Лев? 	 ;конечно;;;;
Vinyar_Ershov_nesravnenny_Nakonechnikov;Ну лев. 	 Лев? 	 Конечно, лев. 	 Однако победил крокодил. 	 ;неужели;;;;
Vinyar_Ershov_nesravnenny_Nakonechnikov;Однако победил крокодил. 	 Неужели? 	 ;факт;;;;
Vinyar_Ershov_nesravnenny_Nakonechnikov;Среди зверей лев все-таки фигура. 	 Согласен, Николай Иваныч. Лев – царь зверей. Однако победил крокодил. 	 ;удивительно;;;;
Vinyar_Ershov_nesravnenny_Nakonechnikov;Пауза. Наконечников работает. Компрессик, Николай Иваныч? Помогает от жары. 	 ;давай;;;;
Vinyar_Ershov_nesravnenny_Nakonechnikov;Наконечников делает компресс. 	 Чем освежить? «Шипром», как обычно? 	 ;давай;;;;
Vinyar_Ershov_nesravnenny_Nakonechnikov;Закончил работу. 	 Ну как?.. Полегче стало? 	 Вроде бы да. ;благодарю;;;;
Vinyar_Ershov_nesravnenny_Nakonechnikov;К дамам, Николай Иваныч. А то куда? 	 К дамам, говоришь?.. ;а что;;;;
Vinyar_Ershov_nesravnenny_Nakonechnikov;Ни одной, Раисе Петровне – тоже. Молчок. Военная тайна. 	 Могила. 	 ;счастливо;;;;
Vinyar_Ershov_nesravnenny_Nakonechnikov;стало быть,  крокодил? 	 ;факт;;;;
Vinyar_Ershov_nesravnenny_Nakonechnikov;Вы глухой? Наконечников в ответ что-то промычал. Немой?.. Контуженный? 	 ;никак нет;;;;
Vinyar_Ershov_nesravnenny_Nakonechnikov;Кроме вас есть тут кто-нибудь еще? 	 Здесь?.. Как видите. 	 Никого? 	 ;а в чем дело;;;;
Vinyar_Ershov_nesravnenny_Nakonechnikov;(Интимно.) Мы абсолютно одни. 	 Что вы этим хотите сказать? 	 «В этом зале пустом мы танцуем вдвоем…» 	 ;прекратите;;;;
Vinyar_Ershov_nesravnenny_Nakonechnikov;Вы меня не так поняли. Я ищу совсем другого человека. 	 ;да;;;;
Vinyar_Ershov_nesravnenny_Nakonechnikov;Эдуардов чертыхается. Незнакомка мигом возвращается в парикмахерскую и, отстранив рукой и без того униженного Наконечникова, подходит к портьере, приоткрывает ее и обнаруживает там Эдуардова с тазом в руках. При виде его Незнакомка преображается. Из надменной самоуверенной женщины она превращается в робкую неуклюжую просительницу. ;извините;;;;
